<<<<<<< HEAD
city,place_type,location,date_time,temp_celsius,rain_1h,clouds_all,day,hour,month,dayofweek,event_density,footfall
Tirunelveli,temple,Temple near Tirunelveli,2024-03-25 17:00:00,23.0,0.27,10,25,17,3,0,0.0,1195
Coimbatore,college,College near Coimbatore,2024-11-04 10:00:00,32.1,2.01,75,4,10,11,0,0.0,2143
Kanyakumari,college,College near Kanyakumari,2024-02-18 20:00:00,37.9,0.24,50,18,20,2,6,0.0,411
Erode,college,College near Erode,2024-12-15 16:00:00,22.1,0.29,56,15,16,12,6,0.0,544
Kanyakumari,metro_station,Metro_Station near Kanyakumari,2024-12-20 04:00:00,29.2,3.2,4,20,4,12,4,0.0,2823
Dindigul,metro_station,Metro_Station near Dindigul,2024-07-09 04:00:00,31.7,0.99,45,9,4,7,1,0.2,3830
Salem,bus_stop,Bus_Stop near Salem,2024-12-15 08:00:00,31.0,2.55,58,15,8,12,6,0.0,5379
Nagercoil,stadium,Stadium near Nagercoil,2024-01-09 08:00:00,31.1,0.47,55,9,8,1,1,0.0,512
Tirunelveli,railway_station,Railway_Station near Tirunelveli,2024-06-12 09:00:00,34.4,1.53,0,12,9,6,2,0.0,6208
Nagercoil,temple,Temple near Nagercoil,2024-09-06 17:00:00,25.6,3.9,25,6,17,9,4,0.0,1361
Chennai,temple,Temple near Chennai,2024-08-08 01:00:00,38.5,0.75,20,8,1,8,3,0.0,1398
Vellore,temple,Temple near Vellore,2024-03-30 05:00:00,36.0,2.05,54,30,5,3,5,0.0,3485
Karur,stadium,Stadium near Karur,2024-09-03 02:00:00,34.4,0.55,37,3,2,9,1,0.0,500
Tirunelveli,tourist_spot,Tourist_Spot near Tirunelveli,2024-10-01 22:00:00,31.8,0.55,0,1,22,10,1,0.0,993
Nagercoil,theater,Theater near Nagercoil,2024-12-30 15:00:00,23.7,0.85,83,30,15,12,0,0.0,286
Thoothukudi,theater,Theater near Thoothukudi,2024-12-08 01:00:00,20.0,0.19,51,8,1,12,6,0.0,311
Tiruppur,theater,Theater near Tiruppur,2024-01-08 06:00:00,24.5,2.45,52,8,6,1,0,0.0,325
Ramanathapuram,college,College near Ramanathapuram,2024-12-03 01:00:00,32.6,5.94,23,3,1,12,1,0.0,1088
Chennai,temple,Temple near Chennai,2024-03-25 13:00:00,16.0,0.81,51,25,13,3,0,0.0,1628
Tirunelveli,tourist_spot,Tourist_Spot near Tirunelveli,2024-07-19 17:00:00,36.2,4.77,72,19,17,7,4,0.5,2751
Pollachi,mall,Mall near Pollachi,2024-01-23 08:00:00,31.2,1.0,24,23,8,1,1,0.0,2094
Karur,hospital,Hospital near Karur,2024-08-17 09:00:00,26.9,18.62,0,17,9,8,5,0.0,791
Chennai,college,College near Chennai,2024-07-22 04:00:00,35.5,2.38,33,22,4,7,0,0.0,1413
Kanyakumari,bus_stop,Bus_Stop near Kanyakumari,2024-04-02 07:00:00,35.5,4.64,37,2,7,4,1,0.0,7103
Tiruchirappalli,metro_station,Metro_Station near Tiruchirappalli,2024-02-14 19:00:00,37.4,1.9,0,14,19,2,2,0.0,5812
Ramanathapuram,park,Park near Ramanathapuram,2024-09-25 14:00:00,30.2,0.45,26,25,14,9,2,0.0,675
Villupuram,stadium,Stadium near Villupuram,2024-02-02 08:00:00,30.1,0.37,100,2,8,2,4,0.0,449
Nagercoil,theater,Theater near Nagercoil,2024-03-31 20:00:00,26.7,2.41,40,31,20,3,6,0.0,658
Nagercoil,tourist_spot,Tourist_Spot near Nagercoil,2024-10-15 02:00:00,32.6,1.19,35,15,2,10,1,0.0,837
Tiruppur,temple,Temple near Tiruppur,2024-02-09 15:00:00,27.5,4.81,62,9,15,2,4,0.0,1150
Thoothukudi,bus_stop,Bus_Stop near Thoothukudi,2024-05-15 13:00:00,25.9,1.03,34,15,13,5,2,0.0,2700
Dindigul,theater,Theater near Dindigul,2024-05-06 20:00:00,27.5,0.32,45,6,20,5,0,0.0,743
Vellore,temple,Temple near Vellore,2024-02-10 08:00:00,39.3,1.12,47,10,8,2,5,0.0,3157
Pollachi,stadium,Stadium near Pollachi,2024-08-22 19:00:00,28.8,0.15,20,22,19,8,3,0.0,1633
Tiruchirappalli,theater,Theater near Tiruchirappalli,2024-10-30 18:00:00,30.3,1.69,49,30,18,10,2,0.0,774
Vellore,mall,Mall near Vellore,2024-05-21 23:00:00,28.3,0.82,72,21,23,5,1,0.0,1122
Pollachi,stadium,Stadium near Pollachi,2024-01-05 14:00:00,30.7,0.0,33,5,14,1,4,0.0,435
Ramanathapuram,bus_stop,Bus_Stop near Ramanathapuram,2024-07-04 09:00:00,32.0,4.31,71,4,9,7,3,0.0,6859
Tirunelveli,hospital,Hospital near Tirunelveli,2024-09-09 19:00:00,32.2,3.22,42,9,19,9,0,0.0,820
Cuddalore,college,College near Cuddalore,2024-11-12 08:00:00,35.9,0.35,96,12,8,11,1,0.5,2710
Kanchipuram,temple,Temple near Kanchipuram,2024-06-21 06:00:00,33.3,1.32,0,21,6,6,4,0.5,5020
Erode,theater,Theater near Erode,2024-09-26 05:00:00,27.7,1.08,47,26,5,9,3,0.0,300
Tiruchirappalli,temple,Temple near Tiruchirappalli,2024-07-15 01:00:00,35.3,4.83,29,15,1,7,0,0.0,1409
Pollachi,railway_station,Railway_Station near Pollachi,2024-01-28 07:00:00,23.4,0.17,30,28,7,1,6,0.0,5399
Tirunelveli,metro_station,Metro_Station near Tirunelveli,2024-01-02 10:00:00,36.2,1.09,83,2,10,1,1,0.0,2436
Vellore,hospital,Hospital near Vellore,2024-07-16 03:00:00,32.9,0.98,0,16,3,7,1,0.0,872
Nagercoil,theater,Theater near Nagercoil,2024-04-20 01:00:00,27.5,0.11,13,20,1,4,5,0.0,245
Thoothukudi,tourist_spot,Tourist_Spot near Thoothukudi,2024-09-28 15:00:00,35.5,2.43,79,28,15,9,5,0.0,1672
Cuddalore,park,Park near Cuddalore,2024-09-27 06:00:00,31.5,1.9,0,27,6,9,4,0.0,600
Kanyakumari,mall,Mall near Kanyakumari,2024-11-18 18:00:00,21.9,1.5,89,18,18,11,0,0.0,4309
Chennai,park,Park near Chennai,2024-07-19 18:00:00,26.0,2.96,41,19,18,7,4,0.0,1164
Salem,park,Park near Salem,2024-08-18 00:00:00,29.6,0.18,13,18,0,8,6,0.0,537
Tiruchirappalli,park,Park near Tiruchirappalli,2024-09-13 03:00:00,27.2,12.1,69,13,3,9,4,0.0,407
Vellore,stadium,Stadium near Vellore,2024-06-01 00:00:00,28.9,5.59,0,1,0,6,5,0.0,490
Salem,metro_station,Metro_Station near Salem,2024-09-28 17:00:00,31.8,0.14,7,28,17,9,5,0.0,6132
Kanyakumari,metro_station,Metro_Station near Kanyakumari,2024-08-27 20:00:00,26.7,0.07,53,27,20,8,1,0.2,2697
Ramanathapuram,park,Park near Ramanathapuram,2024-01-10 05:00:00,41.1,1.98,55,10,5,1,2,0.2,552
Kanyakumari,bus_stop,Bus_Stop near Kanyakumari,2024-09-18 14:00:00,35.7,5.26,64,18,14,9,2,0.0,3242
Pollachi,bus_stop,Bus_Stop near Pollachi,2024-01-12 14:00:00,28.6,1.01,0,12,14,1,4,0.5,4547
Karur,college,College near Karur,2024-04-20 17:00:00,24.1,1.04,78,20,17,4,5,0.0,419
Kanchipuram,railway_station,Railway_Station near Kanchipuram,2024-11-08 15:00:00,33.0,0.66,49,8,15,11,4,0.0,2383
Cuddalore,temple,Temple near Cuddalore,2024-12-17 19:00:00,22.1,1.84,42,17,19,12,1,0.0,2645
Kanchipuram,railway_station,Railway_Station near Kanchipuram,2024-11-19 09:00:00,35.7,0.69,5,19,9,11,1,0.0,5678
Dindigul,park,Park near Dindigul,2024-10-14 06:00:00,22.8,1.91,80,14,6,10,0,0.0,542
Ramanathapuram,stadium,Stadium near Ramanathapuram,2024-03-31 22:00:00,31.2,0.02,91,31,22,3,6,0.0,1474
Coimbatore,park,Park near Coimbatore,2024-12-11 12:00:00,28.2,2.68,29,11,12,12,2,0.0,543
Tiruppur,temple,Temple near Tiruppur,2024-01-14 19:00:00,23.3,1.45,17,14,19,1,6,0.0,3974
Ramanathapuram,college,College near Ramanathapuram,2024-10-27 16:00:00,33.6,2.61,27,27,16,10,6,0.0,603
Chennai,stadium,Stadium near Chennai,2024-09-19 22:00:00,35.2,5.77,57,19,22,9,3,0.0,1743
Madurai,bus_stop,Bus_Stop near Madurai,2024-09-18 15:00:00,26.8,0.7,48,18,15,9,2,0.0,2343
Erode,mall,Mall near Erode,2024-03-27 09:00:00,25.5,1.28,45,27,9,3,2,0.0,2018
Madurai,tourist_spot,Tourist_Spot near Madurai,2024-05-31 16:00:00,34.6,0.11,76,31,16,5,4,0.0,1981
Dindigul,theater,Theater near Dindigul,2024-08-11 12:00:00,29.7,0.72,43,11,12,8,6,0.0,322
Villupuram,college,College near Villupuram,2024-04-05 02:00:00,41.3,4.75,66,5,2,4,4,0.0,1114
Coimbatore,park,Park near Coimbatore,2024-11-10 07:00:00,27.1,0.63,45,10,7,11,6,0.0,543
Vellore,theater,Theater near Vellore,2024-04-22 18:00:00,28.0,0.11,42,22,18,4,0,0.0,799
Cuddalore,metro_station,Metro_Station near Cuddalore,2024-11-26 15:00:00,22.8,0.6,56,26,15,11,1,0.0,3536
Kanchipuram,stadium,Stadium near Kanchipuram,2024-09-10 03:00:00,31.0,0.81,71,10,3,9,1,0.0,570
Kanchipuram,stadium,Stadium near Kanchipuram,2024-07-14 17:00:00,30.5,1.68,63,14,17,7,6,0.2,541
Sivakasi,temple,Temple near Sivakasi,2024-01-11 19:00:00,30.5,1.33,12,11,19,1,3,0.0,2203
Vellore,tourist_spot,Tourist_Spot near Vellore,2024-09-25 23:00:00,28.3,0.34,0,25,23,9,2,0.0,1272
Coimbatore,theater,Theater near Coimbatore,2024-08-07 07:00:00,28.2,4.52,55,7,7,8,2,0.0,296
Vellore,theater,Theater near Vellore,2024-12-14 14:00:00,26.1,0.54,76,14,14,12,5,0.0,333
Erode,bus_stop,Bus_Stop near Erode,2024-01-12 04:00:00,30.2,2.04,0,12,4,1,4,0.0,3068
Kanyakumari,college,College near Kanyakumari,2024-11-02 23:00:00,23.2,2.53,47,2,23,11,5,0.0,383
Salem,stadium,Stadium near Salem,2024-07-10 17:00:00,38.4,0.54,28,10,17,7,2,0.0,611
Vellore,tourist_spot,Tourist_Spot near Vellore,2024-08-04 09:00:00,36.3,6.42,64,4,9,8,6,0.0,2006
Villupuram,bus_stop,Bus_Stop near Villupuram,2024-06-14 17:00:00,26.4,3.31,17,14,17,6,4,0.0,5119
Pollachi,mall,Mall near Pollachi,2024-06-27 15:00:00,34.2,2.04,41,27,15,6,3,0.0,1627
Dindigul,theater,Theater near Dindigul,2024-06-25 07:00:00,36.8,1.67,48,25,7,6,1,0.0,332
Tiruppur,hospital,Hospital near Tiruppur,2024-02-14 13:00:00,34.3,0.21,45,14,13,2,2,0.0,886
Tiruppur,railway_station,Railway_Station near Tiruppur,2024-02-14 17:00:00,32.5,1.21,54,14,17,2,2,0.0,4577
Tirunelveli,mall,Mall near Tirunelveli,2024-12-22 12:00:00,38.0,1.21,71,22,12,12,6,0.0,2066
Sivakasi,stadium,Stadium near Sivakasi,2024-06-24 23:00:00,28.1,1.31,70,24,23,6,0,0.0,1430
Thoothukudi,tourist_spot,Tourist_Spot near Thoothukudi,2024-01-23 16:00:00,33.5,0.14,24,23,16,1,1,0.0,1793
Dindigul,park,Park near Dindigul,2024-12-28 10:00:00,37.4,1.22,81,28,10,12,5,0.5,793
Chennai,stadium,Stadium near Chennai,2024-09-11 09:00:00,31.1,3.32,15,11,9,9,2,0.0,315
Vellore,metro_station,Metro_Station near Vellore,2024-12-28 04:00:00,30.4,0.71,34,28,4,12,5,0.0,2777
Chennai,temple,Temple near Chennai,2024-02-03 15:00:00,32.2,0.15,24,3,15,2,5,0.0,1685
Tiruchirappalli,park,Park near Tiruchirappalli,2024-08-22 18:00:00,39.2,0.83,57,22,18,8,3,0.0,1053
Thoothukudi,hospital,Hospital near Thoothukudi,2024-03-14 17:00:00,24.3,0.07,33,14,17,3,3,0.0,812
Tiruppur,mall,Mall near Tiruppur,2024-11-05 02:00:00,25.0,3.21,59,5,2,11,1,0.0,2133
Ramanathapuram,hospital,Hospital near Ramanathapuram,2024-11-21 19:00:00,33.0,1.9,100,21,19,11,3,0.0,598
Sivakasi,railway_station,Railway_Station near Sivakasi,2024-07-22 05:00:00,31.4,1.43,29,22,5,7,0,0.0,3351
Dindigul,tourist_spot,Tourist_Spot near Dindigul,2024-07-08 21:00:00,34.1,0.0,67,8,21,7,0,0.0,1125
Karur,temple,Temple near Karur,2024-05-26 02:00:00,25.9,1.44,70,26,2,5,6,0.2,1599
Tiruchirappalli,theater,Theater near Tiruchirappalli,2024-03-09 00:00:00,26.3,2.39,27,9,0,3,5,0.0,387
Dindigul,stadium,Stadium near Dindigul,2024-09-12 04:00:00,36.0,4.18,2,12,4,9,3,0.0,489
Tirunelveli,tourist_spot,Tourist_Spot near Tirunelveli,2024-01-30 04:00:00,33.0,0.41,52,30,4,1,1,0.0,1016
Villupuram,hospital,Hospital near Villupuram,2024-12-03 15:00:00,26.5,1.57,98,3,15,12,1,0.0,768
Kanchipuram,bus_stop,Bus_Stop near Kanchipuram,2024-03-18 18:00:00,33.0,0.61,0,18,18,3,0,0.0,6646
Pollachi,tourist_spot,Tourist_Spot near Pollachi,2024-08-20 22:00:00,28.2,0.21,43,20,22,8,1,0.0,1036
Dindigul,temple,Temple near Dindigul,2024-02-11 15:00:00,37.2,0.58,45,11,15,2,6,0.0,1872
Sivakasi,temple,Temple near Sivakasi,2024-12-08 00:00:00,26.0,1.21,27,8,0,12,6,0.0,1313
Dindigul,temple,Temple near Dindigul,2024-10-14 07:00:00,28.5,1.93,47,14,7,10,0,0.0,2937
Salem,railway_station,Railway_Station near Salem,2024-12-21 21:00:00,31.2,0.11,61,21,21,12,5,0.2,2748
Ramanathapuram,college,College near Ramanathapuram,2024-12-03 08:00:00,32.8,0.42,14,3,8,12,1,0.0,1851
Dindigul,mall,Mall near Dindigul,2024-02-01 08:00:00,29.5,0.15,29,1,8,2,3,0.0,1777
Chennai,railway_station,Railway_Station near Chennai,2024-10-20 19:00:00,33.6,0.26,46,20,19,10,6,0.0,4543
Salem,mall,Mall near Salem,2024-06-20 10:00:00,27.1,5.15,99,20,10,6,3,0.0,1725
Villupuram,railway_station,Railway_Station near Villupuram,2024-09-02 10:00:00,20.1,1.67,41,2,10,9,0,0.0,2624
Cuddalore,stadium,Stadium near Cuddalore,2024-10-23 00:00:00,38.2,3.2,17,23,0,10,2,0.5,784
Thoothukudi,temple,Temple near Thoothukudi,2024-01-05 23:00:00,26.6,0.98,37,5,23,1,4,0.0,1153
Ramanathapuram,bus_stop,Bus_Stop near Ramanathapuram,2024-08-09 22:00:00,29.7,2.38,57,9,22,8,4,0.2,3635
Pollachi,hospital,Hospital near Pollachi,2024-08-26 13:00:00,31.8,5.35,28,26,13,8,0,0.0,822
Cuddalore,railway_station,Railway_Station near Cuddalore,2024-04-27 00:00:00,29.6,1.32,80,27,0,4,5,0.0,4137
Pollachi,mall,Mall near Pollachi,2024-03-02 05:00:00,34.8,5.15,50,2,5,3,5,0.0,2688
Cuddalore,college,College near Cuddalore,2024-07-30 13:00:00,22.2,0.2,25,30,13,7,1,0.0,2306
Erode,park,Park near Erode,2024-07-12 19:00:00,32.5,2.86,49,12,19,7,4,0.0,1154
Ramanathapuram,bus_stop,Bus_Stop near Ramanathapuram,2024-03-07 13:00:00,23.2,2.65,0,7,13,3,3,0.0,3246
Chennai,park,Park near Chennai,2024-06-29 15:00:00,21.8,0.31,1,29,15,6,5,0.0,498
Chennai,bus_stop,Bus_Stop near Chennai,2024-05-07 13:00:00,28.1,3.56,6,7,13,5,1,0.0,3384
Tirunelveli,college,College near Tirunelveli,2024-02-03 12:00:00,32.4,0.99,48,3,12,2,5,0.0,654
Thoothukudi,tourist_spot,Tourist_Spot near Thoothukudi,2024-01-23 04:00:00,24.3,2.6,84,23,4,1,1,0.0,782
Ramanathapuram,theater,Theater near Ramanathapuram,2024-12-28 08:00:00,30.4,0.16,17,28,8,12,5,0.0,386
Dindigul,railway_station,Railway_Station near Dindigul,2024-05-05 08:00:00,18.7,3.01,10,5,8,5,6,0.0,6088
Cuddalore,metro_station,Metro_Station near Cuddalore,2024-05-26 20:00:00,26.3,1.03,45,26,20,5,6,0.0,2528
Ramanathapuram,hospital,Hospital near Ramanathapuram,2024-07-12 20:00:00,25.8,0.91,66,12,20,7,4,0.5,1129
Cuddalore,railway_station,Railway_Station near Cuddalore,2024-08-27 17:00:00,32.8,1.83,89,27,17,8,1,0.0,6607
Villupuram,mall,Mall near Villupuram,2024-03-14 21:00:00,30.5,0.57,0,14,21,3,3,0.0,3580
Ramanathapuram,stadium,Stadium near Ramanathapuram,2024-06-07 12:00:00,25.2,4.68,62,7,12,6,4,0.0,522
Coimbatore,tourist_spot,Tourist_Spot near Coimbatore,2024-08-11 19:00:00,28.8,2.87,42,11,19,8,6,0.0,1414
Tiruppur,metro_station,Metro_Station near Tiruppur,2024-04-17 11:00:00,38.6,3.87,52,17,11,4,2,0.0,3084
Cuddalore,park,Park near Cuddalore,2024-11-18 03:00:00,25.4,2.11,71,18,3,11,0,0.0,604
Karur,metro_station,Metro_Station near Karur,2024-05-07 06:00:00,33.7,6.99,58,7,6,5,1,0.0,3574
Tirunelveli,metro_station,Metro_Station near Tirunelveli,2024-08-05 00:00:00,32.4,0.11,7,5,0,8,0,0.0,2821
Kanchipuram,park,Park near Kanchipuram,2024-04-15 11:00:00,33.0,0.22,4,15,11,4,0,0.5,1056
Salem,railway_station,Railway_Station near Salem,2024-09-27 10:00:00,39.0,0.72,32,27,10,9,4,0.0,2535
Coimbatore,temple,Temple near Coimbatore,2024-10-20 19:00:00,27.0,1.73,62,20,19,10,6,0.0,3201
Kanyakumari,stadium,Stadium near Kanyakumari,2024-11-20 05:00:00,32.3,1.74,82,20,5,11,2,0.0,482
Madurai,bus_stop,Bus_Stop near Madurai,2024-04-18 02:00:00,33.3,0.61,71,18,2,4,3,0.0,3750
Tirunelveli,stadium,Stadium near Tirunelveli,2024-12-01 23:00:00,26.5,0.45,30,1,23,12,6,0.0,1402
Coimbatore,railway_station,Railway_Station near Coimbatore,2024-09-16 17:00:00,29.1,1.32,6,16,17,9,0,0.0,5988
Kanyakumari,stadium,Stadium near Kanyakumari,2024-11-04 22:00:00,32.5,1.65,70,4,22,11,0,0.0,1749
Sivakasi,railway_station,Railway_Station near Sivakasi,2024-11-08 09:00:00,40.7,0.37,57,8,9,11,4,1.0,11645
Tiruppur,hospital,Hospital near Tiruppur,2024-04-19 06:00:00,24.5,0.37,60,19,6,4,4,0.2,859
Kanyakumari,metro_station,Metro_Station near Kanyakumari,2024-06-12 22:00:00,22.5,7.44,18,12,22,6,2,0.0,2221
Tirunelveli,stadium,Stadium near Tirunelveli,2024-02-25 00:00:00,30.7,0.73,36,25,0,2,6,1.0,1188
Karur,park,Park near Karur,2024-07-13 10:00:00,35.4,1.59,56,13,10,7,5,0.0,616
Chennai,metro_station,Metro_Station near Chennai,2024-04-04 16:00:00,26.9,0.91,0,4,16,4,3,0.0,2802
Kanchipuram,park,Park near Kanchipuram,2024-09-11 23:00:00,26.9,2.51,32,11,23,9,2,0.0,468
Madurai,college,College near Madurai,2024-04-24 05:00:00,43.3,0.6,48,24,5,4,2,1.0,2293
Coimbatore,theater,Theater near Coimbatore,2024-09-09 19:00:00,29.3,3.33,0,9,19,9,0,0.5,1135
Madurai,railway_station,Railway_Station near Madurai,2024-08-10 11:00:00,24.7,7.32,38,10,11,8,5,0.0,2704
Madurai,temple,Temple near Madurai,2024-11-19 13:00:00,31.0,1.56,0,19,13,11,1,0.0,1355
Thoothukudi,college,College near Thoothukudi,2024-02-29 22:00:00,25.0,0.86,35,29,22,2,3,0.2,1673
Kanyakumari,tourist_spot,Tourist_Spot near Kanyakumari,2024-07-09 04:00:00,29.3,1.18,2,9,4,7,1,0.0,1055
Thoothukudi,bus_stop,Bus_Stop near Thoothukudi,2024-09-12 09:00:00,29.8,2.18,43,12,9,9,3,0.0,4977
Tiruchirappalli,stadium,Stadium near Tiruchirappalli,2024-11-08 19:00:00,26.5,0.12,27,8,19,11,4,0.0,1453
Nagercoil,mall,Mall near Nagercoil,2024-02-03 10:00:00,29.1,1.0,0,3,10,2,5,1.0,4527
Kanyakumari,railway_station,Railway_Station near Kanyakumari,2024-06-30 01:00:00,28.3,5.69,22,30,1,6,6,0.2,2240
Kanyakumari,metro_station,Metro_Station near Kanyakumari,2024-07-27 01:00:00,31.9,0.42,20,27,1,7,5,0.0,2763
Tiruchirappalli,hospital,Hospital near Tiruchirappalli,2024-11-03 07:00:00,24.9,1.68,23,3,7,11,6,0.0,966
Thoothukudi,temple,Temple near Thoothukudi,2024-08-16 19:00:00,33.1,0.86,73,16,19,8,4,0.0,3677
Vellore,college,College near Vellore,2024-02-11 11:00:00,22.9,0.08,32,11,11,2,6,0.0,606
Dindigul,college,College near Dindigul,2024-03-12 03:00:00,22.5,1.01,18,12,3,3,1,0.2,1364
Tirunelveli,bus_stop,Bus_Stop near Tirunelveli,2024-05-31 00:00:00,19.5,0.28,81,31,0,5,4,0.0,3260
Tirunelveli,tourist_spot,Tourist_Spot near Tirunelveli,2024-12-15 07:00:00,24.0,1.42,0,15,7,12,6,0.0,1523
Vellore,railway_station,Railway_Station near Vellore,2024-07-24 02:00:00,31.8,3.97,95,24,2,7,2,0.0,2489
Salem,hospital,Hospital near Salem,2024-09-21 06:00:00,23.0,2.64,18,21,6,9,5,0.0,925
Madurai,theater,Theater near Madurai,2024-08-15 14:00:00,28.6,2.2,39,15,14,8,3,0.0,248
Chennai,hospital,Hospital near Chennai,2024-11-30 12:00:00,33.1,1.11,78,30,12,11,5,0.0,757
Ramanathapuram,park,Park near Ramanathapuram,2024-09-19 16:00:00,43.9,5.78,30,19,16,9,3,0.0,743
Tiruchirappalli,hospital,Hospital near Tiruchirappalli,2024-03-13 10:00:00,28.7,2.91,57,13,10,3,2,0.0,755
Ramanathapuram,stadium,Stadium near Ramanathapuram,2024-11-18 05:00:00,36.7,1.09,15,18,5,11,0,0.0,545
Nagercoil,tourist_spot,Tourist_Spot near Nagercoil,2024-11-02 13:00:00,31.0,1.52,0,2,13,11,5,0.0,1665
Chennai,theater,Theater near Chennai,2024-07-10 06:00:00,27.1,7.58,37,10,6,7,2,0.0,252
Dindigul,bus_stop,Bus_Stop near Dindigul,2024-11-05 23:00:00,28.6,0.26,0,5,23,11,1,0.0,3100
Ramanathapuram,hospital,Hospital near Ramanathapuram,2024-08-28 07:00:00,31.5,1.14,55,28,7,8,2,0.0,911
Tirunelveli,tourist_spot,Tourist_Spot near Tirunelveli,2024-10-10 23:00:00,32.4,0.18,28,10,23,10,3,0.0,1080
Pollachi,stadium,Stadium near Pollachi,2024-09-03 22:00:00,23.9,0.38,64,3,22,9,1,0.0,1561
Erode,college,College near Erode,2024-07-31 04:00:00,31.6,0.93,22,31,4,7,2,0.0,1453
Tiruppur,tourist_spot,Tourist_Spot near Tiruppur,2024-10-01 09:00:00,30.6,1.21,46,1,9,10,1,0.0,1579
Nagercoil,mall,Mall near Nagercoil,2024-02-14 23:00:00,28.2,1.15,50,14,23,2,2,0.0,1783
Kanyakumari,railway_station,Railway_Station near Kanyakumari,2024-08-07 14:00:00,29.6,0.69,0,7,14,8,2,0.0,2557
Tiruchirappalli,railway_station,Railway_Station near Tiruchirappalli,2024-01-28 14:00:00,27.3,0.09,19,28,14,1,6,0.0,2875
Erode,hospital,Hospital near Erode,2024-08-05 06:00:00,31.7,4.87,0,5,6,8,0,0.0,703
Chennai,bus_stop,Bus_Stop near Chennai,2024-10-03 00:00:00,39.7,1.41,78,3,0,10,3,0.0,2634
Cuddalore,railway_station,Railway_Station near Cuddalore,2024-12-04 14:00:00,35.7,0.56,5,4,14,12,2,0.0,2426
Villupuram,metro_station,Metro_Station near Villupuram,2024-09-09 12:00:00,34.6,4.87,71,9,12,9,0,0.0,3326
Kanchipuram,bus_stop,Bus_Stop near Kanchipuram,2024-12-21 06:00:00,33.4,0.23,16,21,6,12,5,0.0,3821
Thoothukudi,college,College near Thoothukudi,2024-03-22 19:00:00,36.1,2.0,55,22,19,3,4,0.0,1022
Erode,theater,Theater near Erode,2024-05-16 18:00:00,28.4,0.98,87,16,18,5,3,0.0,713
Tiruchirappalli,bus_stop,Bus_Stop near Tiruchirappalli,2024-05-22 16:00:00,29.8,3.61,54,22,16,5,2,0.0,2823
Sivakasi,mall,Mall near Sivakasi,2024-09-01 23:00:00,40.0,0.53,41,1,23,9,6,0.0,2078
Dindigul,tourist_spot,Tourist_Spot near Dindigul,2024-12-20 13:00:00,29.9,0.68,67,20,13,12,4,0.0,1247
Vellore,mall,Mall near Vellore,2024-03-11 23:00:00,37.2,0.86,100,11,23,3,0,0.0,1749
Nagercoil,hospital,Hospital near Nagercoil,2024-07-24 16:00:00,30.3,5.85,17,24,16,7,2,0.0,970
Tirunelveli,college,College near Tirunelveli,2024-07-18 13:00:00,30.4,20.08,41,18,13,7,3,0.0,2516
Dindigul,railway_station,Railway_Station near Dindigul,2024-05-26 07:00:00,23.8,0.97,1,26,7,5,6,1.0,10343
Nagercoil,bus_stop,Bus_Stop near Nagercoil,2024-06-03 00:00:00,30.3,3.7,20,3,0,6,0,0.2,4002
Nagercoil,tourist_spot,Tourist_Spot near Nagercoil,2024-01-14 10:00:00,27.3,0.41,50,14,10,1,6,0.5,3413
Coimbatore,railway_station,Railway_Station near Coimbatore,2024-03-19 11:00:00,36.8,0.18,26,19,11,3,1,0.0,3389
Nagercoil,temple,Temple near Nagercoil,2024-05-24 15:00:00,28.3,3.22,0,24,15,5,4,0.0,1598
Nagercoil,temple,Temple near Nagercoil,2024-07-16 07:00:00,27.5,0.55,43,16,7,7,1,0.0,3058
Tiruppur,hospital,Hospital near Tiruppur,2024-01-02 09:00:00,21.2,5.94,76,2,9,1,1,0.0,675
Erode,temple,Temple near Erode,2024-09-29 15:00:00,33.1,0.39,37,29,15,9,6,0.2,2314
Villupuram,temple,Temple near Villupuram,2024-11-04 15:00:00,23.2,0.99,68,4,15,11,0,0.0,1298
Pollachi,bus_stop,Bus_Stop near Pollachi,2024-05-26 04:00:00,28.5,4.04,65,26,4,5,6,0.0,2895
Nagercoil,park,Park near Nagercoil,2024-03-31 14:00:00,34.2,1.06,51,31,14,3,6,0.5,1015
Salem,mall,Mall near Salem,2024-12-03 02:00:00,37.7,1.96,15,3,2,12,1,0.0,1736
Vellore,bus_stop,Bus_Stop near Vellore,2024-07-15 06:00:00,33.2,0.74,73,15,6,7,0,0.0,3002
Dindigul,park,Park near Dindigul,2024-10-21 06:00:00,29.3,4.74,100,21,6,10,0,0.0,740
Thoothukudi,college,College near Thoothukudi,2024-12-23 02:00:00,31.4,0.67,76,23,2,12,0,0.0,1068
Tiruchirappalli,tourist_spot,Tourist_Spot near Tiruchirappalli,2024-12-05 16:00:00,33.3,0.42,13,5,16,12,3,0.0,1481
Coimbatore,tourist_spot,Tourist_Spot near Coimbatore,2024-04-28 15:00:00,29.6,0.8,4,28,15,4,6,0.0,2132
Nagercoil,tourist_spot,Tourist_Spot near Nagercoil,2024-03-26 19:00:00,26.7,3.48,14,26,19,3,1,0.0,1220
Nagercoil,temple,Temple near Nagercoil,2024-05-25 19:00:00,33.7,2.87,56,25,19,5,5,0.2,4281
Tiruchirappalli,college,College near Tiruchirappalli,2024-03-10 10:00:00,31.7,1.6,0,10,10,3,6,0.0,559
Karur,bus_stop,Bus_Stop near Karur,2024-03-09 17:00:00,25.9,0.17,44,9,17,3,5,0.0,4644
